conversation_id,message_id,timestamp_utc,abstract_graph_sha256,abstract_graph,surface_terms_removed,fingerprint_score
68460973-1fa0-8013-8c35-d73c1acbe28e,05edfca7-975c-4878-b83c-22319945763f,2025-06-08T23:58:19.503000+00:00,65c3f560146cf508cfcf95e879a18c721f181f00b92f08da8566bc9aa17713c5,ANCHOR;FEEDBACK;LAYER;MEMORY;POWER_GRADIENT;RECURSION;REFLECTION;SYMBOL;SYSTEM || RECURSION->FEEDBACK;REFLECTION->RECURSION,1,3.4509677510488093
6860ba8e-1444-8013-a852-0f78969b8ac6,73a6aeef-263b-4642-8a65-f0070fba5c6d,2025-06-29T22:32:31.641000+00:00,0edd33ddd8119c2015241772590e8663318bd7e6beebe7c6f17c5a1ba035e527,ANCHOR;CONTINUITY;CONTROL;EDGE_RELATION;LAYER;NODE;OUTSIDE;PARENT;POWER_GRADIENT;RECURSION;REFLECTION;SYMBOL;SYSTEM || RECURSION->CONTROL;REL:CONTROLS_REL;REL:CROSS_REL,1,3.886285822306655
68a98628-c124-8332-802d-6766616706bd,0531b335-4f3d-42f6-aebf-df95050050c0,2025-08-23T11:16:55.517000+00:00,704ed6485afe9562045e55492987334698be99532d5afa3d96108edaaa2bc66c,ANCHOR;INSIDE;LAYER;OBSERVER;POWER_GRADIENT;RECURSION;REFLECTION;SYMBOL;TRANSFORM;VECTOR_SIGNAL || ANCHOR->TRANSFORM;REL:CROSS_REL,1,3.79391250217564
6841b285-eb80-8013-9c5b-05785cea7c60,3eaefcef-c48a-40d3-8624-5c8c15a0b680,2025-06-09T04:19:52.588000+00:00,7ac2b8ee9d638cce555cf012c6369944eaf3497dc37ae8f58a83ae7166f3dbe0,FEEDBACK;LAYER;NESTING;NODE;POWER_GRADIENT;RECONSTRUCTION;RECURSION;REFLECTION;SYMBOL;TRANSFORM;TREE_BRANCH;VECTOR_SIGNAL || NESTING->RECURSION;NODE->NESTING;RECURSION->FEEDBACK;REFLECTION->RECURSION;TRANSFORM->RECURSION,1,8.042019357337688
68a98628-c124-8332-802d-6766616706bd,40a5028b-50c7-483c-b3d1-aedc9235d323,2025-08-23T11:10:16.962000+00:00,8ee50fbd79b7493736d7c61e21747fd62ab126ebdb6b7bb72a57d30582ba11fb,ANCHOR;BECOMING;COMPRESSION;CONTROL;LAYER;POWER_GRADIENT;RECONSTRUCTION;RECURSION;REFLECTION;VECTOR_SIGNAL || BECOMING->REFLECTION;COMPRESSION->RECONSTRUCTION;RECONSTRUCTION->RECURSION;RECURSION->CONTROL,1,8.208631257602757
6893aca3-7c0c-8329-bf15-112195834fc8,479320a0-9924-480e-99cc-e35fd0f3458c,2025-08-06T20:26:50.750000+00:00,dbacd75045a06c542a4423123ec89167c500e95bf14c0e6cb01358408867da49,FEEDBACK;INSIDE;LAYER;MEMORY;POWER_GRADIENT;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM || RECURSION->FEEDBACK;REFLECTION->RECURSION,1,3.4509677510488093
6841b285-eb80-8013-9c5b-05785cea7c60,0d643d03-1bbf-462f-a3a5-8dd332792f26,2025-06-07T23:12:11.641000+00:00,894c42a37f2f909c806d7b8a9bf27f67fe3b8df7a3cdd3bd849dae887daffb2f,BECOMING;COMPRESSION;CONTINUITY;CONTROL;FEEDBACK;INSIDE;LAYER;NESTING;NODE;POWER_GRADIENT;RECONSTRUCTION;RECURSION;REFLECTION;SYMBOL;SYSTEM;TRANSFORM;TREE_BRANCH;VECTOR_SIGNAL || BECOMING->REFLECTION;COMPRESSION->RECONSTRUCTION;CONTROL->SYSTEM;INSIDE->CONTROL;INSIDE->NESTING;NESTING->RECURSION;NODE->NESTING;RECONSTRUCTION->CONTINUITY;RECONSTRUCTION->RECURSION;RECURSION->CONTROL;RECURSION->FEEDBACK;REFLECTION->RECURSION;REL:CROSS_REL;SYSTEM->INSIDE;TRANSFORM->RECURSION,1,23.504212611913864
6893a7a7-a7ec-8323-8df9-ad7744e6413e,397a7baa-446b-46a5-a4e4-c103d5edecdf,2025-08-06T19:22:32.932000+00:00,c72d7b7c020040e2d448c4ff334306bf7e493ea6bbccec79c07ab4cb78098df3,ABOVE;ANCHOR;BELOW;LAYER;MEMORY;PARENT;POWER_GRADIENT;RECURSION;REFLECTION;STATE;VECTOR_SIGNAL || REL:ABOVE_REL;REL:BELOW_REL;REL:CROSS_REL;REL:MIRROR_REL;REL:OBSERVES_REL,1,0.0
68a87978-35f0-8322-a750-0c6eb57e4d79,3c611c8b-a2cb-4a2c-b67c-e6d797efab45,2025-08-22T14:32:43.900000+00:00,a0687013a9cce2637cec9eb307017abfd23594cce61a355d6055f2c0c22feb9b,ABOVE;BELOW;INSIDE;MICRO_NESTING;OUTSIDE;POWER_GRADIENT;RECURSION;REFLECTION || ABOVE->BELOW;BELOW->INSIDE;MICRO_NESTING->RECURSION;REL:ABOVE_REL;REL:BELOW_REL;REL:INSIDE_REL;REL:MIRROR_REL;REL:OBSERVES_REL,1,2.799292137060823
684e8c7b-ed90-8013-9f1f-5c35ff60984c,b40b38fb-0a67-4e8f-8759-d71d880c017a,2025-06-30T03:41:40.129000+00:00,e81f38b8dbbf010d62979747c87ab143d353da2c84106ddd1def8c607b8b05bc,COMPRESSION;CROSS_LEVEL;EVOLVE;LAYER;MEMORY;OUTSIDE;RECURSION;REFLECTION;SELF_OBSERVATION;STATE;SYMBOL;SYSTEM || RECURSION->SELF_OBSERVATION;REL:CROSS_REL;REL:MIRROR_REL;REL:OBSERVES_REL;STATE->SELF_OBSERVATION;SYSTEM->SELF_OBSERVATION,1,5.6441240845393175
6844eaa8-244c-8013-b43a-b47396c6a72f,72f8dd09-57a5-4fa1-8757-5d4ebcd5953d,2025-06-08T02:11:13.289000+00:00,b095755c1e91ebf32318c5e57e96b5f80ef70e384b26a83de014480e16c33ed8,ANCHOR;CONTINUITY;CONTROL;EVOLVE;INSIDE;LAYER;OUTSIDE;POWER_GRADIENT;RECURSION;STATE;SYMBOL;TRANSFORM || ANCHOR->TRANSFORM;RECURSION->CONTROL;REL:INSIDE_REL,1,7.680198324482295
68950d4c-e414-8320-9359-5ccafb05e810,d9bf4d87-578f-44b0-a561-608d23dcf46e,2025-08-07T21:09:59.492000+00:00,576f951b79baf837b48a967c583013ae2a8e5a64efa0741b2044f7874e57e400,ABOVE;BELOW;MICRO_NESTING;REFLECTION;SYSTEM;TREE_BRANCH || REL:ABOVE_REL;REL:BELOW_REL;REL:MIRROR_REL;REL:OBSERVES_REL,1,0.0
68901893-52c8-8325-9eca-0990da9ef494,767920e4-3cda-417d-b21a-4c84fa7658eb,2025-08-04T02:37:51.992000+00:00,f7ad8d7437a0da159ec1add9be682f3ed58c621557a30d262f25663f128fb6ab,ANCHOR;BECOMING;EVOLVE;INSIDE;LAYER;NESTING;PARENT;RECONSTRUCTION;RECURSION;REFLECTION;SYMBOL;TRANSFORM;VECTOR_SIGNAL || ANCHOR->TRANSFORM;BECOMING->REFLECTION;REL:CROSS_REL;REL:INSIDE_REL,1,4.4241281296060455
6869f1f9-5ec0-8013-9027-c75d7ffca1e2,aecb3cb5-1524-4704-8730-a5aba49d74ba,2025-07-06T04:46:16.638000+00:00,03f18976369604b5b4d0b7fd9ea47e8d8c68d9a4e7da8d199463e57d1dc5f8f0,COMPRESSION;CONTINUITY;EVOLVE;INSIDE;LAYER;RECURSION;REFLECTION;STATE;SYMBOL || REL:MIRROR_REL,1,0.0
68985f35-4010-8328-b525-854bf1ad75f1,e2802b90-5123-4b19-b878-30db620275bb,2025-08-10T11:30:49.526000+00:00,f1722a54289fda97f2617b0d1514236c502a98e767674b62e047515ce043649c,ABOVE;BECOMING;MICRO_NESTING;OBSERVER_OF_OBSERVER;REFLECTION;SYSTEM || BECOMING->REFLECTION;REL:ABOVE_REL;REL:OBSERVES_REL;REL:TRANSFORMS_REL,1,2.7819003943489538
686deec5-0a08-8013-8808-a1b285539196,7cce44d3-fbad-45e8-9416-074d0bbc2f49,2025-07-09T04:42:29.705000+00:00,35a7143b5ac1893f83f4e03d2e58c2e264779fa1642ce11f838e2c7dc60e9918,ANCHOR;BECOMING;COMPRESSION;CONTROL;EDGE_RELATION;LAYER;MEMORY;POWER_GRADIENT;RECURSION;REFLECTION;SYMBOL;SYSTEM || BECOMING->REFLECTION;RECURSION->CONTROL,1,4.516501449737061
687daab5-a9bc-8013-92eb-f04e3c653cd6,6661bee7-9260-43e1-8345-58953eae09f5,2025-07-24T01:18:22.651000+00:00,3b9b989d894664cd217684ae0300ab6cd8a6101b23e73b0772e887bd58c7a682,ANCHOR;COMPRESSION;FEEDBACK;LAYER;POWER_GRADIENT;RECONSTRUCTION;RECURSION;REFLECTION;STATE;SYSTEM || COMPRESSION->RECONSTRUCTION;RECONSTRUCTION->RECURSION;RECURSION->FEEDBACK;REFLECTION->RECURSION,1,7.143097558914507
688cd08b-35a4-8327-9a25-58b5a7bd5cca,8887485d-5d76-4d56-a56a-099b6dfea338,2025-08-01T19:40:24.936000+00:00,b584e4e68cf23ff2ca4806b50ecff71c9faf0ff50408f50813b121082343eec7,BELOW;CONTINUITY;EVOLVE;FEEDBACK;INSIDE;LAYER;OUTSIDE;PARENT;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM;VECTOR_SIGNAL || BELOW->LAYER;RECURSION->FEEDBACK;REFLECTION->RECURSION;REL:BELOW_REL;REL:FEEDBACK_REL;REL:INSIDE_REL;SYSTEM->BELOW,1,5.014865853065238
688cd08b-35a4-8327-9a25-58b5a7bd5cca,ec6a7d95-7c15-409a-bbac-48fb04d9c3f3,2025-08-01T19:37:01.483000+00:00,b584e4e68cf23ff2ca4806b50ecff71c9faf0ff50408f50813b121082343eec7,BELOW;CONTINUITY;EVOLVE;FEEDBACK;INSIDE;LAYER;OUTSIDE;PARENT;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM;VECTOR_SIGNAL || BELOW->LAYER;RECURSION->FEEDBACK;REFLECTION->RECURSION;REL:BELOW_REL;REL:FEEDBACK_REL;REL:INSIDE_REL;SYSTEM->BELOW,1,5.014865853065238
68585883-3bc4-8013-9f1b-e7ad8ad6a1d5,2b091349-f360-4715-aad0-48d950efa3d5,2025-06-23T09:26:52.497000+00:00,6d57846321c7352816d48369360488dc7fabf63c89fed2a5df7f64c9af98622f,ABOVE;ANCHOR;BELOW;COMPRESSION;CONTINUITY;INSIDE;POWER_GRADIENT;RECONSTRUCTION;RECURSION;SYMBOL;SYSTEM;VECTOR_SIGNAL || ABOVE->BELOW;BELOW->INSIDE;COMPRESSION->RECONSTRUCTION;RECONSTRUCTION->CONTINUITY;RECONSTRUCTION->RECURSION;REL:ABOVE_REL;REL:BELOW_REL,1,8.794007037920567
6848ef83-5428-8013-810c-e46a0461e449,5f8425f7-5010-4e92-9b20-3d8a58de753c,2025-06-11T17:13:12.690000+00:00,694bbdb5c71895db50a90ca8795dd9c7373df2d183a03042bc77275cb47cce88,ABOVE;ANCHOR;BECOMING;BELOW;RECURSION;STATE;SYMBOL;SYSTEM || REL:ABOVE_REL;REL:BELOW_REL,1,0.0
683f2f8d-b408-8013-aac2-b2ae8a838260,892fc38b-c03a-40fa-af33-2146a9c385c0,2025-06-07T02:47:52.185000+00:00,4200a0f1f715b9839a34ca88d6420863efeba79a397ecb94c8958201e6f5bfae,COMPRESSION;LAYER;NODE;RECONSTRUCTION;RECURSION;REFLECTION;SYMBOL;TREE_BRANCH || COMPRESSION->RECONSTRUCTION;RECONSTRUCTION->RECURSION,1,3.6921298078656974
688d4554-b164-832f-93f6-92efcffd4b6a,2c6492e8-2204-4156-91ce-535f282cec01,2025-08-01T23:18:31.898000+00:00,21ebb444da87555a34ed8cb6757e855103b7ac84f556666319e7dc3d770b3486,COMPRESSION;EDGE_RELATION;EVOLVE;INHERITANCE;INSIDE;LAYER;MEMORY;POWER_GRADIENT;RECURSION;REFLECTION;STATE;SYMBOL || EVOLVE->INHERITANCE;REL:INSIDE_REL;REL:MIRROR_REL,1,2.3058354467458066
684e8c7b-ed90-8013-9f1f-5c35ff60984c,6f9d526d-dfad-4ee8-8735-fbf18af3a33e,2025-06-30T04:32:46.649000+00:00,8b80fa23ed6fd2241d8bb894217351f36a5aee4fe821cf0495cb2a8d825e582b,ANCHOR;BECOMING;COMPRESSION;CROSS_LEVEL;INHERITANCE;INSIDE;LAYER;MEMORY;OBSERVER;OUTSIDE;POWER_GRADIENT;RECURSION;STATE;SYMBOL;SYSTEM;VECTOR_SIGNAL || INSIDE->OBSERVER;REL:CROSS_REL;SYSTEM->INSIDE;VECTOR_SIGNAL->CROSS_LEVEL,1,3.8979044257289326
684e419e-290c-8013-bd0e-208804671b40,814bd866-7ab6-4ef3-905e-6b3f5010b1c8,2025-06-15T05:31:42.982000+00:00,a5a6dcdcff742e26803570b3b57df0c21693ca0712b837bbdefe5f8ce1118225,ANCHOR;BECOMING;BELOW;COMPRESSION;CONTINUITY;CONTROL;EVOLVE;INHERITANCE;INSIDE;LAYER;MEMORY;OBSERVER;POWER_GRADIENT;RECONSTRUCTION;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM;VECTOR_SIGNAL || BECOMING->REFLECTION;BELOW->LAYER;COMPRESSION->RECONSTRUCTION;CONTROL->SYSTEM;EVOLVE->INHERITANCE;INSIDE->CONTROL;INSIDE->OBSERVER;RECONSTRUCTION->CONTINUITY;RECONSTRUCTION->RECURSION;RECURSION->CONTROL;REL:BELOW_REL;REL:CROSS_REL;REL:INSIDE_REL;REL:MIRROR_REL;REL:OBSERVES_REL;SYSTEM->BELOW;SYSTEM->INSIDE,1,20.430539092006523
688d4554-b164-832f-93f6-92efcffd4b6a,dc7d5b6b-fdd7-4335-97a4-aa18aca0e730,2025-08-01T23:21:09.275000+00:00,4999d8d95d969a9c1af665336dfcf2b519c97f05598db34557dbe85749d723f6,BECOMING;BELOW;COMPRESSION;CONTINUITY;EDGE_RELATION;EVOLVE;INHERITANCE;INSIDE;LAYER;MEMORY;POWER_GRADIENT;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM || BECOMING->REFLECTION;BELOW->LAYER;EVOLVE->INHERITANCE;REL:BELOW_REL;REL:INSIDE_REL;REL:MIRROR_REL;SYSTEM->BELOW,1,4.499949176192642
68925736-cf24-832b-9e6c-e1d2ec6db06e,ce94d5cb-9993-42fb-a5e8-985307df6e20,2025-08-05T23:27:20.056000+00:00,1c68775431ce5916241730da7a24bd67b486f0418a1266c1f064fa41c0a78186,ANCHOR;COMPRESSION;INHERITANCE;LAYER;MICRO_NESTING;REFLECTION;SYMBOL;VECTOR_SIGNAL || ,1,0.0
684c67e7-0cf8-8013-b5a1-c64b98cfc596,b3e6ec8c-381f-476d-b489-9d00785af0ac,2025-06-13T18:25:52.890000+00:00,a18bbaf10950d1f0fe1a2951b76ce7323651c2727fdfd0467a589334e35030f3,BECOMING;COMPRESSION;EVOLVE;FEEDBACK;INSIDE;LAYER;MEMORY;OUTSIDE;RECURSION;REFLECTION;SYMBOL;VECTOR_SIGNAL || BECOMING->REFLECTION;RECURSION->FEEDBACK;REFLECTION->RECURSION;REL:INSIDE_REL,1,4.081183378479214
684c67e7-0cf8-8013-b5a1-c64b98cfc596,5d2e5e05-1f3e-4873-83a6-c3d8d45c95e6,2025-06-13T19:02:15.408000+00:00,480176e9d25302450b84dd9638849b66f74851ca80e415bb523522e69d4e33f0,CONTROL;EVOLVE;INSIDE;LAYER;MEMORY;RECURSION;REFLECTION;SYSTEM;TREE_BRANCH || CONTROL->SYSTEM;INSIDE->CONTROL;RECURSION->CONTROL,1,6.731117769785149
68530829-eb14-8013-bf1a-e25f5c93ba74,d4ed7888-a713-4edb-a47c-b40b3950878d,2025-07-03T20:42:07.132000+00:00,0d62dba082442b513f8bc752af721f5dbe5b7116daca92e908ff2bac10e3eb06,ANCHOR;BELOW;CONTINUITY;EDGE_RELATION;INHERITANCE;LAYER;MEMORY;NODE;PARENT;RECURSION;REFLECTION;VECTOR_SIGNAL || REL:BELOW_REL,1,0.0
6841b285-eb80-8013-9c5b-05785cea7c60,98b732cb-135e-4738-a86f-3f54f475fa79,2025-06-09T20:59:13.219000+00:00,7ab6a5852da59c983ed35fd8e03f505f44f125318414964f6aeb246725f163fe,ANCHOR;BECOMING;INSIDE;LAYER;POWER_GRADIENT;RECONSTRUCTION;RECURSION;REFLECTION;STATE;SYMBOL;TRANSFORM || ANCHOR->TRANSFORM;BECOMING->REFLECTION,1,4.4241281296060455
6856f05f-afdc-8013-9726-b32c58cdd634,68698d00-1d11-4c86-a611-23befbbac818,2025-06-21T17:51:08.651000+00:00,85294f179d3ee38d4478883f7e053973d0460bb300a961dea252ba1bfbe11b79,ABOVE;ANCHOR;BECOMING;COMPRESSION;EVOLVE;FEEDBACK;INSIDE;LAYER;MEMORY;OUTSIDE;POWER_GRADIENT;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM;TRANSFORM;VECTOR_SIGNAL || ABOVE->LAYER;ANCHOR->TRANSFORM;BECOMING->REFLECTION;RECURSION->FEEDBACK;REFLECTION->RECURSION;REL:CROSS_REL;SYSTEM->ABOVE;TRANSFORM->RECURSION,1,13.313445347330937
