conversation_id,y,partition,UPPERCASE_RATIO,DIGIT_RATIO,USER_CHAR_SHARE,MEAN_MAX_TURN_RATIO,PARAGRAPHS_PER_TURN,CODE_FENCES_PER_1K_CHAR,HEADERS_PER_1K_CHAR,LIST_ITEMS_PER_1K_CHAR,COLONS_PER_1K_CHAR,BRACKETS_PER_1K_CHAR,ROLE_ALTERNATION_RATIO,USER_ASSISTANT_CHAR_RATIO,TURN_CHAR_CV,TURN_LENGTH_SLOPE,QUESTION_PER_1K_CHAR,EXCLAM_PER_1K_CHAR,ARROW_PER_1K_CHAR,EQUAL_PER_1K_CHAR,SEMICOLON_PER_1K_CHAR,PIPE_PER_1K_CHAR,NUMBERED_LIST_PER_1K_CHAR,NESTED_LIST_PER_1K_CHAR,HEADER_LEVEL_MEAN,HEADER_LEVEL_MAX,SEM_RECURSION,RECURSION_FIRST,SEM_ORDER,ORDER_FIRST,SEM_CONDITIONAL,CONDITIONAL_FIRST,SEM_PRESERVE,PRESERVE_FIRST,SEM_SWITCH,SWITCH_FIRST,SEM_TERMINAL,TERMINAL_FIRST,SEM_META,META_FIRST,SEM_CONTROL,CONTROL_FIRST,SEM_CAUSAL,CAUSAL_FIRST,SEM_RELATION,RELATION_FIRST,SEM_REFERENCE,REFERENCE_FIRST,RESPONSE_EXPANSION_RATIO,USER_LENGTH_SLOPE,ASSISTANT_LENGTH_SLOPE,WINDOW_CHAR_MEDIAN,WINDOW_COUNT,score
68b5df00-83c8-832c-9208-ec73ca31cae7,1,HOLDOUT,0.05302671699116046,0.020787831208054983,0.02321892070172568,0.3776885293469592,28.9375,0.0,1.6271538955359057,6.233978517571792,2.591766049566103,7.90151761599841,1.0,0.02378109006078248,0.9880422125767139,0.04577587227329174,0.5837974047316007,0.0,0.7761085754000505,0.0,0.527834682160887,4.033241355073985,1.854693626796308,1.590084968557218,2.18609022556391,3.0,0.031689694511344915,0.9626378501711244,0.9098556827564652,0.13518282390357403,0.6473641988779011,0.05968909324654213,0.0,0.584729591361817,0.0,1.0,0.17629377061080498,0.20786362767338518,0.13189131009695676,0.10428386735733977,1.0059527490289433,0.035900567968949554,0.0,1.0,0.2623703714012079,0.5406795786229119,0.2807329748639179,0.1740250186640039,43.244447472407685,-0.14308277274056763,-0.08637073045116517,11987.0,6,0.1525682099353915
68b72f6a-4260-8321-9047-a8edf5a76dd9,1,HOLDOUT,0.038710697934629126,0.01606122802090191,0.05955795612744519,0.4349511500830592,44.0,0.0,1.501205696118228,7.733338442939917,4.639376750466063,5.616985668799707,1.0,0.06334135762452886,0.903989101701069,-0.0643706933286037,0.4423869721957461,0.0,2.5605730007548706,0.8832753016153834,0.09925705420791273,2.1762095922248044,0.27244573402250505,1.990530395951301,1.4058823529411764,3.0,0.40873733224689357,0.09018609445000247,0.35314234784447535,0.16434726444107667,0.44240016980728564,0.04191242616031826,0.022403441168563493,0.589827375863311,0.4764500705963177,0.1749982026359065,0.15181227377051304,0.11256784473563722,0.24034481332752022,0.13195449863408626,0.4850886801770665,0.09007079330253348,0.25777300802650205,0.5454332998675187,0.24991020087866966,0.28153181493474394,0.11898624263177099,0.6864928246696832,15.8641427726885,-0.1983032445883497,-0.06595742846142644,16857.5,6,0.9993981232910687
68ba9e45-d9ac-8330-ba80-5a305f542e97,1,HOLDOUT,0.03158790530752401,0.008593720980676026,0.08860635639975162,0.44296855113044686,23.0,0.0,1.0890754054376794,5.941330119218758,2.97430535159701,4.179871165517099,1.0,0.09741281591357459,0.9110606144534426,-0.04351824278958337,0.6630041294406284,0.0,0.8428844908545972,0.5308817921896566,0.7130774594889429,0.0,1.388338446549493,1.4645087801568977,2.507575757575758,3.0,0.01670843776106934,1.0,0.48506567085866115,0.1649426435001295,0.835575147778344,0.02704550281231595,0.17130951705530445,0.2889031365728246,0.04940711462450593,0.2907101753474006,0.41798711655170984,0.10870140233049422,0.12544352715493262,0.2936010849957752,0.7133536320139191,0.026823984068322454,0.0724952878062926,0.8810352327098738,0.36471283610871713,0.29420845975225013,0.19227727819920998,0.2593043423224261,10.526968629961587,-0.08993506493506512,0.04894121863909813,9325.5,6,0.4344226192960361
68bcb67c-eb7c-8326-911f-69fecf6c564c,1,HOLDOUT,0.04652380740837207,0.012782182302730247,0.0320339330251431,0.41396669163405175,28.1875,0.0,1.773768047636397,7.911370705066981,3.163628794001287,6.454009494693178,1.0,0.03309903710765093,0.9531933024104609,0.04732272256508245,0.5962281138199825,0.0,1.129567662518952,0.9346526489383633,0.04050879040751843,0.0,0.6163292295097453,2.3169969924289897,2.2132867132867133,3.0,0.778291901046392,0.15562654314803312,0.610092145097527,0.3963488445174421,1.0032588263660327,0.029794083117046687,0.13407166465901543,0.6868829231676807,0.09101384091256894,0.1428827255574855,0.5174687184813715,0.07310183773717834,0.17875018441159668,0.4605990629567674,1.112402151834748,0.14340379214063753,0.1793652566577843,0.151123873425988,0.13612007144761346,0.3966240224800929,0.24366781469129822,0.449984295816682,30.51299228888471,-0.06245325231321652,-0.04381358253056265,10460.0,6,0.9979905245432352
68bde332-e1cc-8329-95a8-baaaac306d53,1,HOLDOUT,0.03463618336117365,0.012489972368303771,0.06425520304017787,0.45180145872281985,34.875,0.0,1.5774342472598177,8.110910979049896,5.683853275037698,5.168942369379313,1.0,0.068745104062668,0.888238293537513,0.07670537283458279,0.4376200168180391,0.0,1.4877892466674596,0.9999065298604468,0.20149192049030828,0.0,0.21344161803029477,2.5333134149543586,2.053571428571429,2.5,0.1849879879719461,0.28620318083954577,0.9545638450582834,0.2027282351666114,0.7607577899131683,0.014761601080530228,0.037596811790360174,0.24233077437705478,0.2166413381420501,0.17240602411199243,0.39766959953892966,0.12478829586570281,0.305231914876243,0.49856269466478376,0.9648261366892577,0.025404192269398905,0.26092206923729955,0.2851621245164906,0.2103092173782276,0.6485774958238992,0.1480579802143117,0.06558138007164471,14.844524476179572,-0.2511853523612169,0.05074329853294119,13161.0,6,0.9977478419651792
68c18649-3048-8320-8d95-36ee48bfad64,1,HOLDOUT,0.03508570647747756,0.01059283111265504,0.03127662279865217,0.37557663013216946,35.5625,0.0,1.6788135998013565,7.450092283719632,4.307317019709363,7.928218809932407,1.0,0.03232992765718477,0.9872711354256143,0.03194967458148398,0.5804233792010511,0.0,0.9663486308751352,0.4529697924870605,0.6113963733307635,0.0,0.584379470421632,1.0995517877615926,3.3146153846153847,4.0,0.07798015545992183,0.9339282479750093,1.7179111360391701,0.12527764021249296,0.7965596146380771,0.07063555580962544,0.1275744825030603,0.44595590292662846,0.256037964942019,0.11692520605300802,0.4537465401808527,0.07942475980520428,0.2021968866370446,0.30186771276127145,0.740084393545778,0.23680922104291452,0.1411199499966549,0.3297927654983218,0.2768192907710289,0.4614403331862481,0.2074471000246235,0.07040477431188538,32.51684377468405,0.002000592358574138,-0.021300933774982503,15391.5,6,0.873838836875944
68c2e64f-9d34-832a-81a1-d832f39f7e9f,1,HOLDOUT,0.02896220677677605,0.003958544613362038,0.14114140738346886,0.47190570442314006,30.9375,0.0,1.4429883927517093,6.41027191558865,4.23687063273039,4.653075705656274,0.9285714285714286,0.16690835075958782,0.7900167826388282,0.06393300988128488,0.41021183336365513,0.0,1.5009444352592074,0.6136571003815138,0.22342889021797402,0.0,0.6457192238414524,0.7391626175454368,3.0,3.0,0.0,0.9788478847884788,1.392512889125507,0.07009992867485056,1.179894291902546,0.028249186386884936,0.17523910458020314,0.31338702514067396,0.1505818659254075,0.4864589995145038,0.1291918318178347,0.10865749474093789,0.3604601033964291,0.10850436134350078,0.6625852926819764,0.10456568499088291,0.23902676299165904,0.3444326544562254,0.7762152782531925,0.10613083358596467,0.541146383077306,0.12957845262044257,6.7217230613376096,-0.19380776651972936,0.0964788557539276,13221.5,6,0.9900662521617857
68c34f54-b95c-8327-b102-04c487270761,1,HOLDOUT,0.04137662267122916,0.01969436352722046,0.03805932412201554,0.3667491969470741,28.875,0.0,1.510099122458673,8.087229308344424,4.076672034681076,7.0104052662192196,1.0,0.03958933635753356,1.0071209240941095,0.06588705396486813,0.7513996278041222,0.0,2.2853391338924833,0.7391132880501505,0.14698245830321302,0.0,1.2008819455172834,1.5799876410433968,2.335294117647059,3.0,1.218944129962932,0.0983021950003082,1.1293102306589957,0.04651271439878704,0.8834336501298332,0.02055729220523926,0.12218412502125997,0.3635596948159546,0.17407589554506914,0.11821351120693924,0.3328761775888588,0.07815531118455288,0.3073421029749205,0.2411978638393733,0.5660268877377793,0.09354286118704448,0.10244736765830681,0.23825238678244381,0.09392495347551527,0.32523291441830765,0.15819680148337462,0.6022154694499384,25.841848607937717,-0.2878411910669979,-0.019606825288010464,10657.0,6,0.9994303471547217
68c55edf-c99c-8320-929f-3c3a13528504,1,HOLDOUT,0.029577029947514665,0.0038900895338067304,0.16255739668596525,0.4663980998509687,57.0,0.0,1.0980235575963266,5.689758434817328,2.9446995408265124,4.591734877221002,1.0,0.19412325664560734,0.8064123991268901,0.06981781179194937,0.3992812936713915,0.0,0.8983829107606308,0.24955080854461967,0.049910161708923935,0.0,0.5989219405070872,2.6951487322818926,2.0,2.0,0.0,1.0,0.6488321022160112,0.12078259133559592,0.9482930724695547,0.039129566779796364,0.049910161708923935,0.4992014374126572,0.09982032341784787,0.07980634857256938,0.09982032341784787,0.03788181273707327,0.19964064683569574,0.0813036534238371,1.0481133958874027,0.023906967458574565,0.24955080854461967,0.7111698941904572,0.1497304851267718,0.34043721301657015,0.19964064683569574,0.0040926332601317625,5.155193607867241,-1.0180700676090972,0.211338301043219,20036.0,1,0.731749191596969
68c5b659-cd98-8326-9d4c-aa1362c86b88,1,HOLDOUT,0.03013613188532051,0.008767646080231731,0.05320357454286634,0.41637694035880624,27.1875,0.0,2.012680862443383,7.596732815329241,4.067766660498485,4.178085042842495,1.0,0.05620263287468483,0.9340264031034793,0.08881631552188704,0.6436607755993478,0.0,2.1091127600208193,0.30361893555443437,0.0890406911757893,0.9141026012505283,0.4370271742562877,1.5185635351248579,1.748015873015873,3.0,0.4431788085441444,0.3171717248183784,0.4928550539426401,0.1327767507335208,0.7029242493761877,0.04705411405828011,0.08064449486971506,0.4556614768667584,0.3613506236578676,0.2535801342952527,0.21049097729481353,0.05687632920680543,0.27044092560848076,0.4379917069735799,1.1658960845181938,0.07903457394446234,0.4553787494543151,0.2617874034228878,0.1149386496921586,0.34776263731395196,0.7798470187330044,0.06995293540179981,17.898815072657264,-0.2397940965661044,0.027898348383300204,11234.0,6,0.9982541671831627
