conversation_id,set_label,partition,y,model_slug,raw_chars,raw_turns,REDACTED_SPANS,N_TURNS,TOTAL_CHARS,TYPE_TOKEN_RATIO,UPPERCASE_RATIO,DIGIT_RATIO,COMPRESSION_RATIO,USER_CHAR_SHARE,MEAN_MAX_TURN_RATIO,WORDS_PER_1K_CHAR,TURNS_PER_1K_CHAR,PARAGRAPHS_PER_TURN,CODE_FENCES_PER_1K_CHAR,HEADERS_PER_1K_CHAR,LIST_ITEMS_PER_1K_CHAR,COLONS_PER_1K_CHAR,BRACKETS_PER_1K_CHAR,ROLE_ALTERNATION_RATIO,DUPLICATE_TURN_RATIO,USER_ASSISTANT_CHAR_RATIO,TURN_CHAR_CV,TURN_LENGTH_ENTROPY,TURN_LENGTH_SLOPE,QUESTION_PER_1K_CHAR,EXCLAM_PER_1K_CHAR,ARROW_PER_1K_CHAR,EQUAL_PER_1K_CHAR,SEMICOLON_PER_1K_CHAR,PIPE_PER_1K_CHAR,NUMBERED_LIST_PER_1K_CHAR,NESTED_LIST_PER_1K_CHAR,HEADER_LEVEL_MEAN,HEADER_LEVEL_MAX,SEM_RECURSION_PER_1K_CHAR,SEM_ORDER_PER_1K_CHAR,SEM_CONDITIONAL_PER_1K_CHAR,SEM_PRESERVE_PER_1K_CHAR,SEM_SWITCH_PER_1K_CHAR,SEM_TERMINAL_PER_1K_CHAR,SEM_META_PER_1K_CHAR,SEM_CONTROL_PER_1K_CHAR,SEM_CAUSAL_PER_1K_CHAR,SEM_RELATION_PER_1K_CHAR,SEM_REFERENCE_PER_1K_CHAR,RECURSION_FIRST_POS,RECURSION_SPAN,ORDER_FIRST_POS,ORDER_SPAN,CONDITIONAL_FIRST_POS,CONDITIONAL_SPAN,PRESERVE_FIRST_POS,PRESERVE_SPAN,SWITCH_FIRST_POS,SWITCH_SPAN,TERMINAL_FIRST_POS,TERMINAL_SPAN,META_FIRST_POS,META_SPAN,CONTROL_FIRST_POS,CONTROL_SPAN,CAUSAL_FIRST_POS,CAUSAL_SPAN,RELATION_FIRST_POS,RELATION_SPAN,REFERENCE_FIRST_POS,REFERENCE_SPAN,USER_TURN_MEAN,ASSISTANT_TURN_MEAN,RESPONSE_EXPANSION_RATIO,USER_LENGTH_SLOPE,ASSISTANT_LENGTH_SLOPE,USER_ASSISTANT_OPERATOR_COSINE
0644377e-833a-44f4-a93a-29bb43324fd4,EARLY_NEG,TRAIN,0,gpt-4o,167572,127,2,127,167698,0.08202567760342368,0.043696703645236395,0.008397667394704784,0.19347502063551447,0.16482605636322437,0.10273003479672484,167.20533339693975,0.7573137425610323,26.937007874015748,0.0,1.1568414650144903,4.830111271452254,5.396605803289247,2.7668785554985744,0.8650793650793651,0.007874015748031496,0.19735677157708345,1.6080011232881073,2.3282800410470337,-0.01278476298887302,6.386480458920202,2.83843575952009,0.0,0.13118820737277725,0.005963100335126239,0.0,3.7686794117997833,0.7632768428961586,3.0257731958762886,4.0,0.005963100335126239,0.4770480268100991,0.1729299097186609,0.22659781273479707,0.06559410368638863,0.08944650502689358,0.011926200670252478,0.023852401340504956,0.9779484549607032,0.035778602010757436,1.0614318596524706,0.016517787928299683,0.0,0.009368030626483321,0.9419671075385514,0.0031604431776169066,0.9578826223330034,0.009075838710062135,0.9518598909945258,0.17474865532087444,0.47139500769239945,0.008115779556106812,0.9903755560591062,0.17846366682965809,0.3592112010876695,0.37792937303963076,0.5279609774714069,0.0013536237760736563,0.9759627425491061,0.08203437131033167,0.7779639590215744,0.01487197223580484,0.9784970601915348,492.60714285714283,1971.6338028169014,4.002446638068095,-0.02360659331739247,-0.02791095436074223,0.9898412869883969
13b9ed5b-2e0d-4642-b8bf-30bc30f8ad74,EARLY_NEG,TRAIN,0,gpt-4o,95840,39,0,38,95876,0.09411112870033243,0.041941757510619786,0.010223143456676392,0.18854902941973686,0.04271141891609996,0.24569692619273467,131.77437523467813,0.39634527931912056,35.473684210526315,0.0,0.9595727815094497,7.384538362050982,6.351954608035379,1.4184988944052734,0.9459459459459459,0.0,0.04461756373937677,1.1285671940951298,2.27764855754613,0.007393159512860248,0.07301097250615378,0.02086027785890108,0.0,0.0,0.0,5.507113354749885,1.1055947265217574,3.7444198756727443,3.2934782608695654,4.0,0.0,1.606241395135383,0.21903291751846135,0.04172055571780216,0.03129041678835162,0.08344111143560431,0.01043013892945054,0.01043013892945054,0.09387125036505485,0.14602194501230756,0.271183612165714,1.0,0.0,0.00812507822604197,0.9582481538654095,0.0060912011347991155,0.9888501814844174,0.09590512745629771,0.8844757812174058,0.0839521882431474,0.8777274813300513,0.0012516166715340648,0.9960678376235972,0.8432767324460761,0.0,0.7235908882306312,0.25184613459051275,0.07430430973340565,0.796393257958196,0.05588468438399599,0.8655555091993825,0.06812966748717093,0.8759647878509742,226.55555555555554,4588.05,20.251324178518885,-0.0547345341688468,0.009496884395577143,0.9680577058617029
1b623663-59de-48b2-96ac-1c4dc5e49e9c,EARLY_NEG,TRAIN,0,gpt-4o,122405,62,5,62,122466,0.02691976666347901,0.02809769169384156,0.011487345201619656,0.06435651648513153,0.10892002678294384,0.3017383759053014,170.77392909052307,0.5062629627815067,10.17741935483871,0.0,0.22863488641745464,1.2411608119804682,2.506818218934235,0.016331063315532475,1.0,0.0,0.12223484779062735,1.0694706889270893,2.0861828188482674,-0.016012889729743407,0.0,0.10615191155096108,0.0,0.0,0.0,0.0,1.2411608119804682,0.0,3.0,3.0,0.0,0.016331063315532475,0.008165531657766237,0.008165531657766237,0.0,0.25313148139075337,0.0,0.18780722812862347,0.0,0.0,0.0653242532621299,1.0,0.0,0.8844087338526612,0.006197638528244574,0.1639230480296572,0.7769829993630886,0.047596884033119395,0.8934316463344928,0.004989139842895171,0.9625038786275374,0.015702317377884474,0.9723678408701191,0.33614227622360493,0.659285026048046,0.0024823216239609363,0.8881812094785492,1.0,0.0,1.0,0.0,0.002580308003854131,0.8936521156892525,429.3225806451613,3519.2258064516127,8.197159816665414,-0.033515853933428576,-0.034615842927330095,0.7230535789723889
2866d603-a8a7-4b9b-a044-91acc0787934,EARLY_NEG,TRAIN,0,gpt-4o,46125,20,0,20,46144,0.19993662864385298,0.02373728359807246,0.001810254710486729,0.30354208113484993,0.013522884882108182,0.36324618050086627,136.7891816920943,0.43342579750346744,17.85,0.0,1.2569348127600555,3.965846047156727,4.074202496532593,0.6501386962552012,1.0,0.0,0.013708561260133131,1.0598442037715232,1.719973094021975,-0.004020131629887727,0.02167128987517337,0.0,0.0,0.0,0.0,0.0,0.26005547850208044,3.3157073509015254,3.0,3.0,0.0,0.3684119278779473,0.9101941747572816,0.19504160887656033,0.02167128987517337,0.06501386962552011,0.3684119278779473,0.02167128987517337,0.04334257975034674,0.17337031900138697,0.10835644937586686,0.029364597780859918,0.0005417822468793342,0.1043255894590846,0.8807212205270458,0.013327843273231622,0.9802141123439667,0.060657940360610264,0.8148621705963939,0.44276612343966715,0.0037274618585298198,0.00015169902912621358,0.970505374479889,0.08011875866851595,0.876863730929265,0.591626213592233,0.0,0.08967579750346741,0.8048066920943134,0.15531813453536755,0.7924323855755895,0.02737083911234397,0.891751907073509,61.5,4551.0,74.0,0.08149790588814981,-0.039205502620136695,0.7742675438094841
2aef21a7-4ca6-45b7-b7c1-3a5d62a2ce67,EARLY_NEG,TRAIN,0,gpt-4o,97718,26,0,26,97743,0.06571194762684124,0.062404061872712246,0.028220569134490496,0.09018836553863623,0.12106237786849186,0.356786084619766,125.02174068731264,0.2660037035900269,67.3076923076923,0.0,0.7570874640639227,8.000572931053886,0.8287038457996992,4.66529572450201,1.0,0.038461538461538464,0.13773877009393662,1.0380522697404764,2.196840336225675,0.0071294495953207766,0.0,0.030692735029618487,0.0,0.0,0.5729310538862118,1.8415641017771092,0.13300185179501345,0.15346367514809245,3.8378378378378377,4.0,0.0,0.35808190867888234,1.0742457260366471,0.11254002844193446,0.0,0.4910837604738958,0.19438732185425045,0.21484914520732942,0.0,0.45016011376773785,0.020461823353078994,1.0,0.0,0.01948988674380774,0.9734200914643504,0.004747143017914326,0.9671383116949551,0.021433759962350245,0.9772157596963466,1.0,0.0,0.011315388314252684,0.955986617967527,0.011908781191491974,0.9307367279498276,0.00022508005688386893,0.9994475307694669,1.0,0.0,0.04575263701748463,0.9487942870589198,0.005657694157126342,0.9198101142792834,909.3076923076923,6607.461538461538,7.266474917519669,-0.21652748740135597,0.030692074727372815,0.8987612799625052
32da43ab-9b09-4794-9cb3-0f1f0e3a815d,EARLY_NEG,TRAIN,0,gpt-4o,85520,62,1,62,85581,0.14148613365323548,0.02616217736831001,0.018665166326745905,0.2540975000874911,0.034540376952828314,0.16745839974622767,165.58581928231735,0.72445986842874,12.935483870967742,0.0,0.689405358666059,4.054638295883431,4.078007969058553,0.3038057512765684,1.0,0.0,0.03577652982184353,1.3393125773136834,2.1991873598209937,0.004527493648627231,0.011684836587560324,0.046739346350241295,0.0,0.0,0.0,0.0,2.652457905376193,1.4021803905072387,3.0,3.0,0.0,0.5842418293780162,0.36222993421437,0.046739346350241295,0.09347869270048259,0.12853320246316355,0.011684836587560324,0.08179385611292227,0.035054509762680965,0.2687512415138874,0.4907631366775335,1.0,0.0,0.007291338030637641,0.9871934191000339,0.0012152230051062736,0.9920893656302217,0.11448802888491605,0.3020413409518468,0.04180834531029084,0.9490307428050618,0.024374569121650834,0.9703321999041843,0.9149343896425608,0.08374522382304483,0.09655180472301095,0.7575513256447108,0.05842418293780161,0.6529252988396957,0.007782101167315175,0.9784064219861885,0.02494712611444129,0.9539033196620745,94.38709677419355,2664.3225806451615,28.227614490772385,-0.01587918660287084,0.006931344891880754,0.6137512322501265
37320cdb-bf9e-402e-ad79-150b0082db90,EARLY_NEG,TRAIN,0,gpt-4o,32165,50,0,50,32214,0.1568917668825162,0.028857655502392346,0.02631578947368421,0.2245752201413866,0.19870242751598685,0.25457063711911354,167.78419320792202,1.552120196187993,6.12,0.0,0.1552120196187993,3.1352827962997454,3.5077916433848637,0.4966784627801577,1.0,0.0,0.24798543313187665,1.0549218373503209,1.9790366064461662,0.018624779307028265,0.12416961569503943,0.031042403923759856,0.0,0.06208480784751971,0.0,0.0,2.2350530825107096,0.5898056745514373,3.0,3.0,0.0,0.3104240392375986,0.651890482398957,0.06208480784751971,0.0,0.434593654932638,0.031042403923759856,0.06208480784751971,0.0,0.0,0.1552120196187993,1.0,0.0,0.04895387098776929,0.9268020115477743,0.005991183957285652,0.9875519960265723,0.5033215372198423,0.011361519836096108,1.0,0.0,0.010554417334078352,0.9883280561246663,0.5139690817656919,0.0,0.22698205749053207,0.7701930837524058,1.0,0.0,0.050288694356490964,0.9387533370584218,0.2920469361147327,0.7074563854224871,255.08,1031.52,4.04390779363337,0.03808156717048042,0.03348083783751535,0.5204164998665332
3bac6b92-61a1-4d89-8c60-7b1598cc3cd1,EARLY_NEG,TRAIN,0,gpt-4o,53547,40,0,40,53586,0.17389595072729655,0.034598141060688904,0.008616730453799891,0.2844305818573391,0.03310566192662263,0.32674517939956066,142.40659873847648,0.7464636285596984,14.975,0.0,1.418280894263427,5.337214944201844,5.859739484193632,4.889336767066025,1.0,0.0,0.03423983324004555,1.0364734308511272,2.0905754128611576,0.0017579898860397105,0.1866159071399246,0.0,0.0,0.01866159071399246,0.0,0.0,1.5115888478333894,1.7728511178292838,3.0,3.0,0.0,0.6718172657037286,0.6718172657037286,0.01866159071399246,0.0933079535699623,0.2985854514238794,0.07464636285596984,0.6718172657037286,0.0,0.1492927257119397,1.0263874892695852,1.0,0.0,0.0030978240585227486,0.9841189863023924,0.0014742656664054044,0.9939723061993805,1.0,0.0,0.5423058261486209,0.36541260777068635,0.03648340984585526,0.9498749673422162,0.395980293360206,0.5649050125032657,0.030287761728809762,0.965252118090546,1.0,0.0,0.23683424775127832,0.7603851752323368,0.20632254693390065,0.7265517112678684,87.75,2589.6,29.51111111111111,0.002373455005033918,-0.003702490703124854,0.5507178685031388
3d2bd91b-39b0-4e71-858a-26ce8f07b30c,EARLY_NEG,TRAIN,0,gpt-4o,134723,66,0,66,134788,0.11592998781433478,0.03949964794547936,0.014934065838541712,0.2503053940687321,0.02321423272101374,0.3385170109050706,133.94367451108408,0.48965783304151705,31.09090909090909,0.0,2.233136480992373,7.6267917025254475,7.812268154435113,3.961777012790456,1.0,0.0,0.02376612131431436,1.0075747988070864,1.6074048532951495,0.004330590028186676,0.22999080036798528,0.007419058076386622,0.0,0.10386681306941271,0.014838116152773244,0.0,2.047660029082708,3.598243167047512,3.3255813953488373,4.0,0.014838116152773244,0.6528771107220227,0.28934326497907825,0.22999080036798528,0.059352464611092975,0.22999080036798528,0.274505148826305,0.029676232305546488,0.09644775499302609,0.24482891652075853,1.2834970472148857,0.01946018933436211,0.14522064278719174,0.037829777131495386,0.9527257619372644,0.0028414992432560762,0.9921357984390302,0.023229070837166514,0.9018013473009466,0.8754117577232394,0.11188681484998665,0.05717868059471169,0.8862732587470695,0.0016247737187286703,0.9963201471941122,0.0055865507315191265,0.9757025847998338,0.3217051963082767,0.6537673976911891,0.05467103896489302,0.8984108377600379,0.03850491141644657,0.9196145057423509,93.84848484848484,3988.6666666666665,42.50113012592832,-0.007870519857927008,0.006363786074805538,0.6236453498337418
4dffecef-58a4-4d84-b376-64353a6482bd,EARLY_NEG,TRAIN,0,gpt-4o,187063,82,0,80,187142,0.0480269989615784,0.02357297051456976,0.008487550524946992,0.15566814439518684,0.04298340297741822,0.23547708962739172,164.6664030522277,0.4274828739673617,15.05,0.0,0.3312992273247053,4.686281005867202,0.5984760235543063,0.021374143698368084,0.8734177215189873,0.1125,0.04491420850153827,1.448869575912938,1.975072583853851,-0.0011350573797652978,0.005343535924592021,0.05343535924592021,0.0,0.0,0.0,0.0,4.387042994090049,0.0,3.0,3.0,0.0,0.4061087302689936,0.026717679622960105,0.1015271825672484,0.0,0.16030607773776062,0.005343535924592021,0.07480950294428829,0.026717679622960105,0.026717679622960105,0.13358839811480053,1.0,0.0,0.06399418623291404,0.9135629628837995,0.0068717871990253395,0.9926633251755351,0.016858855842087826,0.9722082696561969,1.0,0.0,0.0063107159269431765,0.9924014919152302,0.020845133641833474,0.9131301364739075,0.0029389447585256114,0.7780295176924474,0.0874576524777976,0.8791078432420301,0.03892231567472828,0.8769704288721933,0.031211593335541996,0.9462012803112075,210.71052631578948,4263.238095238095,20.232677359691223,-0.011165386212220236,-0.0052098145474142885,0.8176222327808531
