BLIND_EXTERNAL_ID,SHARD,ROW_IN_SHARD,MODEL,LANGUAGE,raw_chars,raw_turns,SYSTEM_NAME_HITS,JOINT_MARGIN,OPERATOR_MARGIN,MAHALANOBIS,KNN5_DISTANCE,CENTROID_COSINE,COMPOSITE_MEDIAN_Z,COMPOSITE_MIN_Z
492c0f3a2d84951a81134a4ef334ef621510b9f1a8e0e6b2cf5a5a96405bf4ed,train-00014-of-00086.parquet,7100,gpt-4-1106-preview,English,26508,14,0,-0.6107583389807093,-1.7845135782584352,7.769894664120655,7.7413764799763385,-0.23463587346074724,-3.900755438614145,-5.601496127979218
3b0cb6701a32bc71398034baf7f73841b06e9b6e6b7d60199e2120377b239df8,train-00014-of-00086.parquet,20630,gpt-4-1106-preview,English,73551,46,0,-0.7120132559124983,-3.061635739519,7.931454654999243,6.7912197729433235,-0.17679948367991183,-4.484217311896867,-5.241874978712417
0c46bbeb887e1f7107ead6464039ccbbda9324476931702a573cdb350898fc7e,train-00014-of-00086.parquet,8935,gpt-4-1106-preview,English,40648,30,0,-0.48356265074525906,-2.270027459056399,7.977675077269017,7.467404116412553,-0.13310164701988486,-4.122565729742081,-4.970166002759719
dd2da191c1c4d33545f1f01aa46e3f67cea223e19310e0b660cf8b310e250de2,train-00014-of-00086.parquet,21460,gpt-4-1106-preview,English,53508,34,0,-1.144118960386677,-5.496944257306946,7.97789495832469,7.227591421717259,-0.4053661790398465,-5.596804433873856,-6.663080866232931
0d055f54656998a379ee010f45af340a911edf595ab0ffeeb78f5cd85f878d82,train-00014-of-00086.parquet,29209,gpt-4-1106-preview,English,97149,58,0,-1.0950263992718519,-4.068120863603286,8.282290682347861,7.336668306349597,-0.3457219733266588,-4.944036829357732,-6.292218890114403
40bdd901ac61fc0e81fda3ef4374c619752fcd6b9202c6dce4e819668b55a8be,train-00014-of-00086.parquet,6276,gpt-4-1106-preview,English,27914,18,0,-0.7804361048989007,-1.201381423766018,8.326497075837091,8.07214317486085,-0.30221932616835473,-3.634347580734903,-6.0217235838461445
92fad253b74ec2dd574d47fbc7365293cf9645e2a39a61fb4aa80e1baa6f9c06,train-00014-of-00086.parquet,27750,gpt-4-1106-preview,English,51069,24,0,-1.1066696281102408,-5.3034914294853595,8.41603078285447,7.572965202236551,-0.3831521321577299,-5.508424204686372,-6.524956043783166
49771fbdff5f46698286dddf668d3da78081d52370cb19bdf5d8919f8e9bb1f1,train-00014-of-00086.parquet,28802,gpt-4-1106-preview,English,68001,36,0,-0.7380731151805088,-1.6538127890386334,8.45363856139919,7.454285658820524,-0.1694088788186081,-3.8410439015107207,-5.1959209033617535
107051224b1ddc853c0fccf0fdc0420a5a0c9d2df42bbbf2d139504c1f75f026,train-00014-of-00086.parquet,33386,gpt-4-1106-preview,English,53633,18,0,-0.8617253099515186,-4.239562942004614,8.468239431694622,8.811945556476516,-0.23480026889520023,-5.022361299214859,-5.602518323093682
0e379f881ed92db65eefcff70df5db893218ef3970ce6035893f7ac7f2a30155,train-00014-of-00086.parquet,28918,gpt-4-1106-preview,English,30201,14,0,-0.6634708576429839,-4.138972212040285,8.472521977792756,8.00343441961536,-0.17557685572120377,-4.854535590804582,-5.234272794805323
69ebe673ccae3a5178e086578b3905115a96e4b0e35a8299e3c273b5a6f471f5,train-00014-of-00086.parquet,5033,gpt-4-1106-preview,English,79795,28,0,-0.6377185054268834,-2.848593163701266,8.563970828030389,7.837143542297125,-0.1308420246370249,-4.38688737420876,-4.956115886538559
3d4c8eba005b1a8f191a82480f240ef7cadecafe32e7704d61c3cb8a0ab81aa0,train-00014-of-00086.parquet,7837,gpt-4-1106-preview,English,49044,28,0,0.03769718858539245,0.07616991472861923,8.808074161109875,8.084811851441218,0.06965365695099213,-3.050689634938088,-3.7094528823479833
077c93a5018e2c8ef9355e5f9f3e55e652286449492ce507c79210797aafac2e,train-00014-of-00086.parquet,7173,gpt-4-1106-preview,English,23148,8,0,0.02575095039316483,-4.2520245463814685,9.001668646861537,8.992335961646472,0.01267251112609697,-3.5559316312858082,-5.028054467225233
c8c3f6c6b6307a1d04b9e87c00d403468c98dccbe8d27b7d35240825a0930b33,train-00014-of-00086.parquet,15271,gpt-4-1106-preview,English,35248,20,0,-0.23778021783196232,0.2569081013963368,9.010326198957014,8.509704449548066,-0.10495889053122194,-2.968118175319235,-4.795177030067267
2e2bb9afb3ac53630811cbbb45bd22e74a5b7860bcf14cc1b8fa58a2fcd3917f,train-00014-of-00086.parquet,24504,gpt-4-1106-preview,English,108535,28,0,1.2375952701839315,2.389454808848457,9.014366529998783,9.111845449088642,0.32205590930423417,-1.9306649273783865,-2.140039777332924
